Owner_First_Name,Owner_Family_Name,Property_Type,Property_Location,Rent_Income
Cattarina,BUTTACALICE,casa soler,Squero Vecchio,40 ducati
Pietro,DOLCE,casetta pepian,Squero Vecchio,14 ducati
Pietro,MARCELLO,casetta in soler,Squero Vecchio,24 ducati
Francesco Maria,CANAL,casetta,Squero Vecchio,16 ducati
Lucietta,MARINI,casa appartamento terra,Squero Vecchio,0
Lucietta,MARINI,appartamento di sotto,Squero Vecchio,36 ducati
Iseppo,MARINI,casetta in soler,Squero Vecchio,26 ducati
Zuanne,FORMENTI,casetta pepian,Squero Vecchio,8 ducati
Zuanne,FORMENTI,casetta vuota,Squero Vecchio,8 ducati
Zuanne,FORMENTI,casa in soler,Squero Vecchio,26 ducati
Iseppo,MARINI,casa,Squero Vecchio,0
Costantin,LOREDAN,casetta pepian,Squero Vecchio,8 ducati
Costantin,LOREDAN,casetta pepian,Squero Vecchio,14 ducati
Gerolamo,CORNER,casa in soler,Squero Vecchio,40 ducati
Andriana,RENIER,casetta,Campo dell'Erba,20 ducati
Marina,LAPELLO,casetta pepian,Campo dell'Erba,13 ducati
Perina,CAPELO,casetta pepian,Campo dell'Erba,10 ducati
Chiara,CAPELO,squero e casa,Campo dell'Erba,70 ducati
Andriana,RENIER,casetta pepian,Campo dell'Erba,10 ducati
Perina,CAPELO,casetta pepian,Campo dell'Erba,10 ducati
Andriana,RENIER,casetta pepian,Campo dell'Erba,16 ducati
Giovanni Paolo,COLATO,casetta pepian,Campo dell'Erba,11 ducati
Giovanni Paolo,COLALTO,casetta pepian,Campo dell'Erba,14 ducati
Giovanni Paolo,COLALTO,casetta pepian,Campo dell'Erba,14 ducati
Giovanni Paolo,COLALTO,casetta pepian,Campo dell'Erba,14 ducati
Giovanni Paolo,COLALTO,casetta pepian,Campo dell'Erba,14 ducati
Giovanni Paolo,COLALTO,casetta pepian,Campo dell'Erba,13 ducati
Giovanni Paolo,COLALTO,casetta pepian,Campo dell'Erba,10 ducati
Giovanni Paolo,COLALTO,casetta pepian,Campo dell'Erba,12 ducati
Perina,RENIER CAPELO,casetta pepian,Campo dell'Erba,10 ducati
Perina,RENIER CAPELO,casetta pepian,Campo dell'Erba,10 ducati
Perina,RENIER CAPELO,casetta pepian,Campo dell'Erba,10 ducati
Perina,RENIER CAPELO,casetta pepian,Campo dell'Erba,10 ducati
Perina,RENIER CAPELO,casetta pepian,Campo dell'Erba,10 ducati
Piero,BASADONNA,casetta pepian,Campo dell'Erba,16 ducati
Giovanni Battista,NANI,casa in soler,Campo dell'Erba,20 ducati
Bortolamio,MORA,casetta pepian,Campo dell'Erba,14 ducati
Giovanni Paolo,COLALTO,casetta,Campo dell'Erba,16 ducati
Bortolamio,MORA,casetta pepian,Campo dell'Erba,14 ducati
Giovanni Paolo,COLALTO,casetta in soler,Campo dell'Erba,20 ducati
Bortolamio,MORA,casetta pepian,Campo dell'Erba,14 ducati
Zuanne,CAPELO,casetta,Campo dell'Erba,7 ducati
Bortolomio,MORA,casa soler,Campo dell'Erba,20 ducati
Bortolomio,MORA,casetta pepian,Campo dell'Erba,14 ducati
Marco Antonio,GRIMANI,casetta pepian ridotta in bottega da calegher,Campo dell'Erba,15 ducati
Lunardo,PESARO,casetta pepian,Campo dell'Erba,12 ducati
Leonardo,PESARO,casetta pepian vuota,Campo dell'Erba,12 ducati
Sgualdo,FABRIS,casetta pepian,Campo dell'Erba,14 ducati
Sgualdo,FABRIS,casa e bottega di luganegher,Campo dell'Erba,20 ducati
Sgualdo,FABRIS,inviamento,Campo dell'Erba,80 ducati
Andrea,CAPELO,casetta soler,Campo dell'Erba,18 ducati
Giovanni Paolo,COLALTO,portione di bottega da frutariol,Campo dell'Erba,8 ducati
Francesco,VEZZI,inviamento,Campo dell'Erba,12 ducati
Andrea,CAPELO,camere due e casotto per uso bastion,Campo dell'Erba,60 ducati
Bortolomio,MORA,casa soler,Campo dell'Erba,54 ducati
Iseppo,MORAZZI,casa inafittata,Calle dei Albanesi,0
Iseppo,MORAZZI,casa,Calle dei Albanesi,0
Iseppo,MORAZZI,casa in soler,Calle dei Albanesi,60 ducati
Anibale,FONTE,casa soler,Calle dei Albanesi,36 ducati
Martin,ALEMANNI,casa,Calle dei Albanesi,0
Marina,ALIMANI,casa,Calle dei Albanesi,72 ducati
Zaccaria,VALRESO,casa in soler,Calle dei Albanesi,20 ducati
Zaccaria,VALLARESSO,casetta pepian,Calle dei Albanesi,12 ducati
Zaccaria,VALLARESSO,casetta soler,Calle dei Albanesi,20 ducati
Zaccaria,VALLARESSO,casetta pepian,Calle dei Albanesi,12 ducati
Zaccaria,VALLARESSO,casetta,Calle dei Albanesi,18 ducati
Cattarina,VANDI,casetta pepian,Calle dei Albanesi,14 ducati
Michiel,PRIULI,casa soler,Calle dei Albanesi,26 ducati
Michiel,PRIULI,casetta pepian,Calle dei Albanesi,8 ducati
Alvise,BON,casa soler,Calle dei Albanesi,46 ducati
Zanetta,PASQUALIGO,casa soler,Calle dei Albanesi,40 ducati
Elena,PASQUALIGO,casa soler,Calle dei Albanesi,36 ducati
Zaccaria,VALVARETTO,casetta pepian,Calle dei Albanesi,13 ducati
Leonardo Giovanni,ZEN,casa,Calle dei Albanesi,60 ducati
Giovanni Domenico,GARELI,casa,Calle dei Albanesi,70 ducati
Antonio,VAZZOLEA,casa,Calle dei Albanesi,80 ducati
Pietro,BASADONNA,casetta pepian,Calle dei Albanesi,18 ducati
Pietro,BASADONNA,casa soler,Calle dei Albanesi,34 ducati
Pietro,BASADONNA,casetta pepian,Calle dei Albanesi,18 ducati
Pietro,BASADONNA,casa soler,Calle dei Albanesi,34 ducati
Piero,BASADONNA,casa soler,Calle dei Albanesi,30 ducati
Maria,DONA,casetta pepian,Calle dei Albanesi,12 ducati
Piero,BASADONNA,casetta pepian,Calle dei Albanesi,18 ducati
Paolina,DONADO,casa soler,Calle dei Albanesi,52 ducati
Paolina,DONADO,casa soler,Calle dei Albanesi,50 ducati
Paolina,DONADO,casa soler,Calle dei Albanesi,55 ducati
Paolina,DONADO,casa soler,Calle dei Albanesi,50 ducati
Francesco,PRIULI,casa,Sotto il portico,60 ducati
Francesco,PRIULI,casa grande,Ruga de due Pozzi,110 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,14 ducati
Franceco,PRIULI,casa soler,Ruga de due Pozzi,50 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,12 ducati
Francesco,PRIULI,casa in soler,Ruga de due Pozzi,15 ducati
Francesco,PRIULI,casa soler,Ruga de due Pozzi,11 ducati
Francesco,PRIULI,casetta,Ruga de due Pozzi,24 ducati
Francesco,PRIULI,casa soler,Ruga de due Pozzi,40 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,18 ducati
Francesco,PRIULI,casa soler,Ruga de due Pozzi,48 ducati
Mattio,BEMBO,casetta pepian,Ruga de due Pozzi,11 ducati
Anzolo,GUARINONI,casa soler,Ruga de due Pozzi,0
Anzolo,GUARINONI,altra porzione casa soler,Ruga de due Pozzi,40 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,22 ducati
Francesco,PRIULI,casa in soler,Ruga de due Pozzi,24 ducati
Francesco,PRIULI,casa in soler porzione,Ruga de due Pozzi,24 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,18 ducati
Francesco,PRIULI,casa soler,Ruga de due Pozzi,50 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,22 ducati
Francesco,PRIULI,casa soler,Ruga de due Pozzi,50 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,18 ducati
Scipion,BOLDU,casa soler,Ruga de due Pozzi,40 ducati
Francesco,PRIULI,casetta pepian,Ruga de due Pozzi,24 ducati
Alessandro,BOLDU,casa soler,Ruga de due Pozzi,72 ducati
Alvise,RUMIERI,casa,Ruga de due Pozzi,0
Giovanni Maria,RASPI,casa soler,Calle delle Velle,16 ducati
Antonio Maria,CALLEGARI,casa e bottega da stramazer,Calle delle Velle,40 ducati
Chiara,MORO ZEN,magazen tre quinti,Calle delle Velle,14 ducati
Francesco,MOSTO,altri due quinti di magazen,Calle delle Velle,19 ducati
Antonio Maria,CALEGARI,casa in soler,Calle delle Velle,36 ducati
Girolamo | _padre,CATTANEO | CATTANEO,casetta in soler,Calle delle Velle,40 ducati
Chiara,ZEN,casa soler,Calle delle Velle,18 ducati
Francesco,DA MORA,casa soler,Calle delle Velle,12 ducati
Girolamo | _padre,CATTANEO | CATTANEO,casa soler,Calle delle Velle,26 ducati
Giovanni Pietro,ALBERGONI,casetta soler,Calle delle Velle,20 ducati
Michiel,PRIULI,casa soler,Calle delle Velle,52 ducati
Michiel,PRIULI,casa soler,Calle delle Velle,52 ducati
Michiel,PRIULI,casetta,Calle delle Velle,21 ducati
Michiel,PRIULI,casetta per ragionatura del pubblico,Calle delle Velle,0
Michiel,PRIULI,casetta,Calle delle Velle,24 ducati
Michiel,PRIULI,casetta,Calle delle Velle,24 ducati
Ferigo,VENIER,casetta pepian,Calle delle Velle,12 ducati
Ferigo,VENIER,casa soler,Calle delle Velle,66 ducati
Alvise,VENIER,casa soler,Calle delle Velle,0
Ferito,VENIER,casa soler,Calle delle Velle,64 ducati
Francesco,VENIER,casa soler,Calle delle Velle,80 ducati
Ferdinando,SALAMON,casetta pepian,Calle delle Velle,12 ducati
Nicolo,MARCELLO,casa in soler,Calle delle Velle,20 ducati
Vettor,SANDI,casa in soler,Calle delle Velle,20 ducati
Vettor,SANDI,casetta pepian,Calle delle Velle,12 ducati
Bianca,BON BONI,casetta soler,Calle delle Velle,24 ducati
Ferdinando,SALAMON,casa in soler,Calle delle Velle,24 ducati
Nicolo,BOLDU,casa soler,Calle delle Velle,40 ducati
Vettor,SANDI,magazen,Calle delle Velle,6 ducati
Ferdinando,SALAMON,casetta pepian,Calle delle Velle,8 ducati
Chiara,BRAGADIN,casa soler,Calle delle Velle,24 ducati
Marc'antonio,BARBARIGO,casetta,Calle delle Velle,12 ducati
Rinaldo,ZOPPI,magazen,Calle delle Velle,8 ducati
Antonio,BARBARIGO,casa soler,Calle delle Velle,40 ducati
Marc'antonio,BARBARIGO,casa e bottega da calderer,Calle delle Velle,64 ducati
Zuanne Francesco,GIRARDI,casa in soler,Calle delle Velle,40 ducati
Zuanne Francesco,GIRARDI,casa soler,Calle delle Velle,20 ducati
Zuanne Francesco,GIRARDI,bottega da linariol,Calle delle Velle,26 ducati
Pietro,BASADONNA,casa soler vuota,Kà Doro,50 ducati
Pietro,BASADONNA,casa e bottega da luganegher,Kà Doro,80 ducati
Antonio,GRIMANI,appartamento di sotto,Kà Doro,87 ducati
Piero,BASADONNA,bastion,Kà Doro,140 ducati
Giulian,LOLIN,bastion,Kà Doro,62 ducati
Antonio,ARMATI,bastion,Kà Doro,32 ducati
,MARIN,appartamento palazzo di sopra,Kà Doro,0
,MARIN,appartamento di sotto,Kà Doro,200 ducati
,MARIN,casetta,Kà Doro,10 ducati
,MARIN,casetta pepian,Kà Doro,6 ducati
,MARIN,"casetta pepian, data gratis",Kà Doro,0
,MARIN,casetta soler,Kà Doro,12 ducati
,MARIN,"casa soler, prima",Kà Doro,18 ducati
,MARIN,"casa soler, seconda",Kà Doro,4 ducati
,MARIN,"casa soler, terza",Kà Doro,14 ducati
,MARIN,"casa soler, quarta",Kà Doro,18 ducati
,MARIN,"casa e bottega da oglio con magazenetto, caneva in corte",Kà Doro,90 ducati
Livia,MALIPIERO,bottega da specier da confetti,Calle delle Zotte,26 ducati
Elisabetta,MALIPIERO,"casa soler, secondo appartamento",Calle delle Zotte,20 ducati
Francesco,MORO,casa soler di sotto,Calle delle Zotte,15 ducati
Chiara,MALIPIERO COCHO,casa soler,Calle delle Zotte,30 ducati
Chiara,MALIPIERO COCHO,casetta soler,Calle delle Zotte,30 ducati
Bortolo,FILIPPINI,magazen,Calle delle Zotte,7 ducati
Giovanni,LOREDAN,casetta in soler,Calle delle Zotte,56 ducati
Giovanni,LOREDAN,caseta pepian,Calle delle Zotte,16 ducati
Giovanni,LOREDAN,casa soler,Calle delle Zotte,42 ducati
Nicolo,VENIER,casetta pepian,Calle delle Zotte,17 ducati
Giovanni,LOREDAN,casetta pepian,Calle delle Zotte,12 ducati
Giovanni,LOREDAN,casa soler,Calle delle Zotte,24 ducati
Stefano,BRAVI,casa soler,Calle delle Zotte,40 ducati
Giovanni Maria,PENSA,casa soler,Calle delle Zotte,44 ducati
Giacomo,ARMATI,casa e bottega da medicine,Calle corrente alla Kà Doro,50 ducati
Francesca,MOROSINI QUERINI,casa soler,Calle corrente alla Kà Doro,58 ducati
Giovanni Battista,FERRETI,casa soler,Calle corrente verso la Chiesa,50 ducati
Francesco,SAVORGNAN,casa e bottega da calegher,Calle corrente alla Kà Doro,60 ducati
Marc'antonio,BARBARIGO,bottega da sartor,Calle corrente alla Kà Doro,12 ducati
Marc'antonio,BARBARIGO,bottega da cordelle,Calle corrente alla Kà Doro,8 ducati
Pietro,BASADONNA,casa soler e bottega,Calle corrente alla Kà Doro,52 ducati
Alvise,MOCENIGO,bottega da orese,Calle corrente alla Kà Doro,12 ducati
Alvise,MOCENIGO,bottega da peruchier,Calle corrente alla Kà Doro,16 ducati
Alvise,MOCENIGO,bottega da favro,Calle corrente verso la Chiesa,26 ducati
Giovanni Battista,FERRETTI,casa soler,Calle corrente verso la Chiesa,50 ducati
Francesco,DA MOSTO,casa soler,Calle corrente verso la Chiesa,80 ducati
Francesco,DA MOSTO,casa e bottega da latte,Calle corrente verso la Chiesa,45 ducati
Cattarina,BRESOLATA,casa e bottega da calderer,Calle corrente verso la Chiesa,50 ducati
Cattarina,BRESOLATA,magazen,Calle corrente verso la Chiesa,9 ducati
Michiel,MOROSINI,bottega da marangon,Calle corrente verso la Chiesa,12 ducati
Alessandra,BERGATIN,botteghetta vuota,Calle Morosina,15 ducati
Francesco,ZEN,casa e bottega d'acqua vite,Calle Morosina,48 ducati
Giovanni Battista,MENEBELLI,inviamento della bottega,Calle Morosina,0
Gerardo,SAGREDO,casetta,Calle Morosina,16 ducati
Gerardo,SAGREDO,casetta,Calle Morosina,24 ducati
Gerardo,SAGREDO,casetta pepian,Calle Morosina,14 ducati
Gerardo,SAGREDO,casetta,Calle Morosina,10 ducati
Gerardo,SAGREDO,casetta,Calle Morosina,12 ducati
Gerardo,SAGREDO,casa soler e bottega da varoter,Calle Morosina,60 ducati
Gerardo,SAGREDO,casa soler primo appartamento,Calle Morosina,16 ducati
Gerardo,SAGREDO,casa soler secondo appartamento,Calle Morosina,17 ducati
Gerardo,SAGREDO,casa soler terzo appartamento,Calle Morosina,18 ducati
Gerardo,SAGREDO,bottega da frutariol e inviamento proprio,Calle corrente verso la Chiesa,40 ducati
Alessandro,BERGANTINI,magazeno vuoto,Calle Sporca,5 ducati
Giovanni Battista,MORELLI,casa soler,Calle Sporca,50 ducati
Giovanni Battista,MORELLI,casa soler,Calle Sporca,50 ducati
Michiel,ORIULI,casa soler,Calle Sporca,30 ducati
Michiel,PRIULI,palazzo,Verso il Ponte della Guerra,0
Daniele,BRAGADIN,bottega e camerin da barbiere,Verso il Ponte della Guerra,16 ducati
Daniele,BRAGADIN,casa soler inafittata,Calle del Christo,36 ducati
Agostin,MAFFETTI,casa soler,Calle del Christo,80 ducati
Giovanni Battista,CONCO,casa e bottega da luganegher,Calle del Christo,30 ducati
Giovanni Battista,MORELICI,casa soler,Calle del Christo,50 ducati
Giovanni Battista,MORELICI,casa soler,Calle del Christo,50 ducati
Nicolo,PETRONE,casetta pepian,Calle del Christo,16 ducati
Andrea,MARCELLO,casetta soler,Campo,12 ducati
Gerardo,SAGREDO,metà di bottega da barbier,Campo,33 ducati
Gerardo,SAGREDO,altra metà della suddetta bottega da calegher,Campo,21 ducati
Gerardo,SAGREDO,bottega da fenestrer,Campo,26 ducati
Gerardo,SAGREDO,bottega vuota,Campo,25 ducati
Cecilia,GRIMANI SAGREDO,palazzo,Campo,0
Cecilia,GRIMANI SAGREDO,magazenetto,Campo,13 ducati
Pietro,FOSCARI,casa grande appartamento di sopra,Campo,160 ducati
Pietro,FOSCARI,casa grande appartamento di sotto,Campo,175 ducati
Rinaldo,MOROSINI,casa soler e soler di sopra,Campo,46 ducati
Rinaldo,MOROSINI,bottega da marangon,Campo,20 ducati
Rinaldo,MOROSINI,soler di sotto,Campo,60 ducati
Rinaldo,MOROSINI,botteghetta,Campo,16 ducati
Carlo,TASINI,casa e bottega da scatole,Calle Corrente,30 ducati
,GIOVAREL,casa soler,Calle Corrente,60 ducati
Marco,ZUCCHI,bottega da confetture,Calle Corrente,16 ducati
Francesco,GIRARDI,casa soler,Calle del Forno,0
Isesppo,CALIARI,casetta pepian,Calle del Forno,16 ducati
Giacomo,CALIARI,casa soler,Calle del Forno,58 ducati
,RICCARDI,magazen da fassi,Calle del Forno,5 ducati
Cattarina,PAOLINO,seconda portione di magazen,Calle del Forno,5 ducati
Lorenzo,BONOTTO,terza portione di magazen,Calle del Forno,20 ducati
Zuanne,MORELLI,magazeno quarta portione,Calle del Forno,10 ducati
Christofolo,VIARO,casetta soler,Sotto il portego in detta Calle,0
Giulio,TASCA,casetta pepian,Sotto il portego in detta Calle,10 ducati
Bortolo,ZANCHI,casetta soler,Sotto il portego in detta Calle,30 ducati
Vicenzo,BEMBO,casetta soler,Sotto il portego in detta Calle,20 ducati
Michiel,PRIULI,casetta pepian,Sotto il portego in detta Calle,12 ducati
Alberto,BADOER,casa soler,Sotto il portego in detta Calle,32 ducati
Felino,SANDEI,casetta pepian,Calle del Forno,8 ducati
Alberto,BADOER,casetta in due piani,Calle del Forno,16 ducati
Alberto,BADOER,casetta in due,Calle del Forno,16 ducati
Alberto,BADOER,casetta seconda,Calle del Forno,17 ducati
Alberto,BADOER,casetta secondo piano,Calle del Forno,17 ducati
Felino | _padre,SANDEI | SANDEI,casetta pepian,Calle del Forno,38 ducati
Alberto,BADOER,casetta soler,Calle del Forno,32 ducati
Felino,SANDEI,casa soler,Calle del Forno,35 ducati
Felino,SANDEI,casetta soler,Calle del Forno,26 ducati
Felino,SANDEI,casetta pepian,Calle del Forno,10 ducati
Felino,SANDEI,magazen,Calle del Forno,2 ducati
Felino,SANDEI,casa soler,Calle del Forno,12 ducati
Felino,SANDEI,casa in soler,Calle del Forno,8 ducati
Felino,SANDEI,casa in soler,Calle del Forno,15 ducati
Felino,SANDEI,casa in soler,Calle del Forno,12 ducati
Felino,SANDEI,casa in soler,Calle del Forno,12 ducati
Felino,SANDEI,casetta pepian,Calle del Forno,10 ducati
Elena,LANDO CORRER,casa grande,Sotto il portico grande di detta calle,0
Elena,LANDO CORRER,magazenetto,Sotto il portico grande di detta calle,3 ducati
Elena,LANDO CORRER,una sottoscala,Sotto il portico grande di detta calle,6 ducati
Michiel,PRIULI,casetta,Sotto il portico grande di detta calle,18 ducati
Felino,SANDEI,casetta,Sotto il portico grande di detta calle,24 ducati
Elena,LANDO CORRER,casetta,Sotto il portico grande di detta calle,14 ducati
Felino,SANDEI,magazen,Sotto il portico grande di detta calle,12 ducati
Elena,LANDO CORRER,casetta,Sopra le Scale,18 ducati
Antonio,MOCENIGO,casetta,Sopra le Scale,16 ducati
Antonio,ZORZI,casetta,Sopra le Scale,15 ducati
Felino,SANDEI,casetta,Sopra le Scale,14 ducati
Felino,SANDEI,casetta osia camera,Sopra le Scale,11 ducati
Elena,LANDO CORRERA,Loghetto soffitta,Sopra le Scale,7 ducati
Elena,LANDO,loghetto,Sopra le Scale,8 ducati
Elena,LANDO CORRERA,casetta,Sopra le Scale,15 ducati
Angela,CAPELLO,casetta,Segue la calle,24 ducati
Daniele,BRAGADIN,casa con forno,Segue la calle,160 ducati
Alberto,MORO,casetta soler,Segue la calle,32 ducati
Giacomo,CORRER,casetta pepian,Segue la calle,11 ducati
Marc'antonio,GIUSTINIAN,casa in 4 affittanze,Segue la calle,11 ducati
Marc'antonio,GIUSTINIAN,casa in 4 affittanze,Segue la calle,8 ducati
Marc'antonio,GIUSTINIAN,casa in 4 affittanze,Segue la calle,9 ducati
Marc'antonio,GIUSTINIAN,casa in 4 affittanze,Segue la calle,11 ducati
Paolina,BADOER MOCENIGO,casa soler,Calle del forno,32 ducati
Nadal,CIEGA,casetta pepian,Calle del forno,18 ducati
Piero,TREVISAN,casa soler,Calle del forno,40 ducati
Francesco,DADA,casa soler,Calle del forno,55 ducati
Felino,SANDEI,casetta soler,Calle del forno,16 ducati
Nicolo,VENIER,casa soler,Calle del forno,56 ducati
Andrea,MARCELLO,bottega da acque,Calle Corrente,33 ducati
Giacomo,SALUZZI ACQUA,inviamento,Calle Corrente,8 ducati
Andrea,MARCELLO,bottega da calcetta,Calle Corrente,8 ducati
Andrea,MARCELLO,bottega da linariol con magazen,Calle Corrente,35 ducati
Nicolo,DONA,porzione di inviamento,Calle della Pegola,30 ducati
Gasparo,GRITTI,botteghetta,Calle della Pegola,14 ducati
Gasparo,GRITTI,due magazeni,Calle della Pegola,11 ducati
Iseppo,RONCALI,casetta,Calle della Pegola,14 ducati
Iseppo,RONCALI,casa soler,Calle della Pegola,9 ducati
Iseppo,RONCALI,casa soler,Calle della Pegola,32 ducati
Marina Agostino,RONCALI,casa soler,Calle della Pegola,48 ducati
Marina Agostino,RONCALI,casa soler,Calle della Pegola,46 ducati
Camilanno Gaetano,TREVISAN,casa soler,Calle della Pegola,46 ducati
Elena,VIANOLI RENIER,casetta soler,Calle della Pegola,20 ducati
Ferigo,RENIER,casetta soler,Calle della Pegola,20 ducati
Ferigo,RENIER,casa soler,Calle della Pegola,34 ducati
Ferigo,RENIER,casetta soler,Calle della Pegola,35 ducati
Michiel,CONTARINI,casa soler,Calle della Pegola,28 ducati
Marc'antonio,VENIER,casa soler,Calle della Pegola,60 ducati
Giulia,CALVO GIOVANELLI,casetta pepian,Calle della Pegola,12 ducati
Gasparo,BONO,casa soler,Calle della Pegola,46 ducati
Camillo Gaetano,TREVISAN,casa e bottega da malvasia,Calle corrente dell'occa,12 ducati
Nadal,DONA,inviamento,Calle corrente dell'occa,6 ducati
Iseppo,CALIARI,bottega da fenestrer,Calle corrente dell'occa,13 ducati
Giacomo,RICARDI,casa in soler porzione,Calle corrente dell'occa,12 ducati
Paolina,MONERI,altra porzione,Calle corrente dell'occa,12 ducati
Nadalin,MAZZOLENI,porzione di bottega da chiodi,Calle corrente dell'occa,3 ducati
Domenico,MICHIELI,casa e bottega da calegher,Calle corrente dell'occa,36 ducati
Marco,MICHIEL,casa e bottega di luganegher,Calle corrente dell'occa,72 ducati
Marco,MICHIEL,casa e bottega da marangon,Calle corrente dell'occa,25 ducati
Marco,MICHIEL,"casa soler e bottega da fruttariol, vuota per non aver mostrato l'affittanza",Calle corrente dell'occa,0
Zorzi,MANOLESSO,casetta pepian,Calle del fruttarol,9 ducati
Zorzi,MANOLESO,casetta pepian,Calle del fruttarol,9 ducati
Zorzi,MANOLESSO,casa soler,Calle del fruttarol,44 ducati
Zorzi,MANOLESSO,casa in soler,Calle del fruttarol,24 ducati
Zorzi,MANOLESSO,casa in soler,Calle del fruttarol,16 ducati
Zorzi,MANOLESSO,casetta pepian,Calle del fruttarol,16 ducati
Zorzi,MANOLESSO,casetta pepian,Calle del fruttarol,16 ducati
Scipion,BOLDU,magazen,Calle del fruttarol,6 ducati
Scipion,BOLDU,altro magazen,Calle del fruttarol,6 ducati
Zorzi,MANOLESSO,casa soler,Calle del fruttarol,76 ducati
Zorzi,MANOLESSO,casetta soler,Calle del fruttarol,76 ducati
Zorzi,MANOLESSO,casetta soler,Calle del fruttarol,36 ducati
Zorzi,MANOLESSO,casetta pepian,Calle del fruttarol,10 ducati
Zorzi,MANOLESSO,casetta in due fittanze,Calle del fruttarol,15 ducati
Zorzi,MANOLESSO,casa in due fittanze,Calle del fruttarol,15 ducati
Elena,CORERA,casa soler,Calle del fruttarol,70 ducati
Zorzi,MANOLESSO,casetta pepian,Calle del fruttarol,18 ducati
Zorzi,MANOLESSO,casetta pepian,Calle del fruttarol,12 ducati
Zorzi,MANOLESSO,casetta pepian,Calle del fruttarol,16 ducati
Marc'antonio,MICHIEL,casa soler,Calle de Michieli,30 ducati
Marc'antonio,MICHELI,bottega da colori,Calle de Michieli,26 ducati
Marc'antonio,MICHIELI,altra casa,Calle de Michieli,32 ducati
Marc'antonio,MICHIELI,casa soler,Calle de Michieli,9 ducati
