owner_family_name,count_1740,count_1808,increase
mera,0.0,2.0,2.0
meretto,0.0,1.0,1.0
merlin,0.0,3.0,3.0
merlini,0.0,3.0,3.0
merlo terzi,0.0,3.0,3.0
messulam,0.0,1.0,1.0
mestre,0.0,1.0,1.0
mezolo,0.0,1.0,1.0
mezzani,0.0,1.0,1.0
miani dariva,0.0,4.0,4.0
miani di giuseppe,0.0,1.0,1.0
michiel bernardo,0.0,1.0,1.0
milesi zanon,0.0,2.0,2.0
milik,0.0,2.0,2.0
milla,0.0,4.0,4.0
mineli vanasel castelli,0.0,1.0,1.0
minelli bonfadini,0.0,1.0,1.0
minelli rota,0.0,6.0,6.0
minelli sandi,0.0,7.0,7.0
minelli vanaiel casteli,0.0,1.0,1.0
minelli vanaxel castelli,0.0,2.0,2.0
mingoto,0.0,2.0,2.0
mini,0.0,3.0,3.0
mini alberti,0.0,1.0,1.0
minich,0.0,1.0,1.0
minio bellini,0.0,1.0,1.0
minio beloni,0.0,2.0,2.0
minio gussoni,0.0,1.0,1.0
minopoli,0.0,1.0,1.0
minotti,0.0,1.0,1.0
miprandi,0.0,1.0,1.0
missana,0.0,4.0,4.0
mistura,0.0,2.0,2.0
mitri,0.0,2.0,2.0
mizzana,0.0,12.0,12.0
mocchi,0.0,1.0,1.0
mocenigo balbi,0.0,1.0,1.0
mocenigo bernardi,0.0,2.0,2.0
mocenigo damula,0.0,1.0,1.0
mocenigo loredan,0.0,1.0,1.0
mocenigo nani,0.0,8.0,8.0
mocenigo priuli,0.0,1.0,1.0
mocenini foscari,0.0,1.0,1.0
modon,0.0,1.0,1.0
modulo,0.0,1.0,1.0
molari,0.0,1.0,1.0
molena,0.0,8.0,8.0
moleti,0.0,1.0,1.0
moli,0.0,1.0,1.0
molin pisani,0.0,2.0,2.0
molin scotti de duglazzi,0.0,2.0,2.0
monaco,0.0,2.0,2.0
monfera',0.0,16.0,16.0
monferra',0.0,1.0,1.0
mongiat,0.0,1.0,1.0
monici,0.0,1.0,1.0
montanari,0.0,4.0,4.0
monteso,0.0,1.0,1.0
monticana,0.0,1.0,1.0
monticano,0.0,1.0,1.0
monticano negri,0.0,2.0,2.0
monticano piccoli,0.0,1.0,1.0
mora crucis,0.0,2.0,2.0
morandi,0.0,3.0,3.0
morando,0.0,8.0,8.0
morasciuti,0.0,4.0,4.0
morati,0.0,2.0,2.0
morbiotto,0.0,1.0,1.0
morcelli,0.0,1.0,1.0
morellato,0.0,1.0,1.0
moretta,0.0,1.0,1.0
moretta monte reale,0.0,2.0,2.0
morilbatto,0.0,1.0,1.0
moro crussi,0.0,1.0,1.0
moro lin,0.0,29.0,29.0
morolin,0.0,1.0,1.0
morosini barbon,0.0,7.0,7.0
morosini basadonna,0.0,1.0,1.0
morosini gatimburgo,0.0,3.0,3.0
morosini gattembourg,0.0,1.0,1.0
morosini gattemburg,0.0,2.0,2.0
morosini gattemburgo,0.0,6.0,6.0
morosini gatterbourg,0.0,4.0,4.0
morosini vigonza,0.0,2.0,2.0
morossi,0.0,4.0,4.0
mortera,0.0,2.0,2.0
mosca,0.0,2.0,2.0
mosca balbi,0.0,3.0,3.0
mossi,0.0,1.0,1.0
mosta,0.0,1.0,1.0
mostari,0.0,2.0,2.0
motro,0.0,1.0,1.0
mozenigo,0.0,15.0,15.0
mozenigo nani,0.0,2.0,2.0
mozzi,0.0,8.0,8.0
muchiachion,0.0,3.0,3.0
mugia levi,0.0,2.0,2.0
muja,0.0,1.0,1.0
muleti,0.0,4.0,4.0
munari,0.0,1.0,1.0
munaro,0.0,1.0,1.0
munerato,0.0,7.0,7.0
musani,0.0,2.0,2.0
musatti,0.0,2.0,2.0
musitelli perazzo,0.0,9.0,9.0
musitelli pesaro,0.0,1.0,1.0
musolo,0.0,2.0,2.0
mussitelli perazzo,0.0,1.0,1.0
mutoni curnis,0.0,2.0,2.0
muttoni curnis,0.0,2.0,2.0
nadalini,0.0,1.0,1.0
nado,0.0,1.0,1.0
nalon,0.0,2.0,2.0
namias,0.0,9.0,9.0
nanetti,0.0,1.0,1.0
nardi marangoni,0.0,2.0,2.0
nardini,0.0,10.0,10.0
nardo,0.0,2.0,2.0
narduzzi,0.0,1.0,1.0
naronsi,0.0,2.0,2.0
nasolin,0.0,2.0,2.0
nasseti,0.0,2.0,2.0
nava papafava,0.0,2.0,2.0
navarra,0.0,3.0,3.0
nazari,0.0,2.0,2.0
negrelli,0.0,2.0,2.0
negrello,0.0,6.0,6.0
negri monticano,0.0,2.0,2.0
negroni,0.0,2.0,2.0
nenni,0.0,1.0,1.0
neno,0.0,1.0,1.0
nerini,0.0,18.0,18.0
nerini ilaris,0.0,2.0,2.0
nerini illaris,0.0,1.0,1.0
niasa,0.0,2.0,2.0
nicchetti,0.0,1.0,1.0
nicola,0.0,2.0,2.0
nicoletti,0.0,15.0,15.0
ninfa,0.0,15.0,15.0
nomico',0.0,1.0,1.0
norci,0.0,1.0,1.0
nordio,0.0,7.0,7.0
norsi,0.0,1.0,1.0
nory,0.0,2.0,2.0
novazza varrotti giusto,0.0,1.0,1.0
nozzi,0.0,1.0,1.0
nullo,0.0,2.0,2.0
occhi,0.0,1.0,1.0
occioni,0.0,3.0,3.0
oglieni,0.0,1.0,1.0
ognibene,0.0,4.0,4.0
olivo,0.0,10.0,10.0
omigoni,0.0,3.0,3.0
ongareto,0.0,2.0,2.0
origo,0.0,1.0,1.0
orio locatello,0.0,5.0,5.0
orlandi,0.0,4.0,4.0
orseti gerardi,0.0,1.0,1.0
orsoni,0.0,2.0,2.0
ortalli,0.0,1.0,1.0
ortiga,0.0,2.0,2.0
osti,0.0,1.0,1.0
ottolin,0.0,1.0,1.0
pace,0.0,1.0,1.0
pacifico,0.0,1.0,1.0
padella,0.0,11.0,11.0
padoan,0.0,17.0,17.0
padovan,0.0,14.0,14.0
padovani,0.0,6.0,6.0
padrin,0.0,1.0,1.0
pagani,0.0,5.0,5.0
paganuzzi,0.0,2.0,2.0
paggiaro,0.0,2.0,2.0
pagini,0.0,1.0,1.0
pagnalin,0.0,2.0,2.0
palamon tron,0.0,2.0,2.0
palatini,0.0,2.0,2.0
palazzo,0.0,2.0,2.0
palese,0.0,1.0,1.0
palma venerando,0.0,1.0,1.0
pampanin,0.0,1.0,1.0
panagiotto,0.0,1.0,1.0
paneinforno,0.0,2.0,2.0
paneti,0.0,3.0,3.0
panigai,0.0,2.0,2.0
panighetti,0.0,2.0,2.0
panocchia,0.0,1.0,1.0
pantanali,0.0,3.0,3.0
pantariani,0.0,1.0,1.0
panzera,0.0,1.0,1.0
panziera,0.0,6.0,6.0
panziero,0.0,1.0,1.0
panà,0.0,1.0,1.0
paolini,0.0,1.0,1.0
paoluzi,0.0,1.0,1.0
paoluzzi,0.0,3.0,3.0
papadopoli,0.0,5.0,5.0
papete,0.0,1.0,1.0
papetta,0.0,1.0,1.0
papette,0.0,14.0,14.0
pappafava,0.0,2.0,2.0
paqualigo,0.0,5.0,5.0
parese,0.0,1.0,1.0
paron,0.0,8.0,8.0
parrocco,0.0,2.0,2.0
pasco,0.0,5.0,5.0
pascolo massiteli,0.0,1.0,1.0
pascotin,0.0,2.0,2.0
paseti,0.0,3.0,3.0
pasette,0.0,1.0,1.0
pasineti,0.0,33.0,33.0
pasotti,0.0,1.0,1.0
pasquali,0.0,7.0,7.0
pasqualin,0.0,1.0,1.0
pasquin,0.0,4.0,4.0
passamaner,0.0,2.0,2.0
passassi,0.0,1.0,1.0
passati,0.0,1.0,1.0
passerina grimani,0.0,1.0,1.0
passi,0.0,10.0,10.0
pasta domeneghini,0.0,1.0,1.0
patella,0.0,4.0,4.0
patelli,0.0,1.0,1.0
pattes,0.0,1.0,1.0
pavan,0.0,1.0,1.0
pavanello,0.0,2.0,2.0
pavani,0.0,1.0,1.0
pavazza,0.0,2.0,2.0
pavegio,0.0,8.0,8.0
pavini,0.0,1.0,1.0
pavoli,0.0,1.0,1.0
pazienti,0.0,1.0,1.0
pazini,0.0,1.0,1.0
pazzi,0.0,1.0,1.0
peccenini,0.0,1.0,1.0
pedarzini,0.0,1.0,1.0
pedoni,0.0,1.0,1.0
pedrali,0.0,6.0,6.0
pedrochi,0.0,6.0,6.0
pedrosin,0.0,1.0,1.0
pelai,0.0,6.0,6.0
pelandina,0.0,1.0,1.0
pele,0.0,1.0,1.0
pelicioli,0.0,4.0,4.0
pellizari,0.0,2.0,2.0
pellizzari,0.0,4.0,4.0
penerini,0.0,2.0,2.0
penuta,0.0,1.0,1.0
perasciuti,0.0,1.0,1.0
perasso,0.0,2.0,2.0
perazollo,0.0,1.0,1.0
perazzo',0.0,1.0,1.0
perazzolo franceschi,0.0,1.0,1.0
peretis,0.0,24.0,24.0
perini,0.0,16.0,16.0
perlasca,0.0,2.0,2.0
peron,0.0,1.0,1.0
perosa,0.0,2.0,2.0
perotin,0.0,3.0,3.0
pertizio,0.0,1.0,1.0
peruchin,0.0,1.0,1.0
peruta,0.0,4.0,4.0
peruzzi,0.0,1.0,1.0
peruzzo,0.0,1.0,1.0
perzzo,0.0,1.0,1.0
pesenti,0.0,1.0,1.0
pesodromo,0.0,2.0,2.0
pestina,0.0,2.0,2.0
petaro,0.0,1.0,1.0
petenello,0.0,1.0,1.0
peteno',0.0,1.0,1.0
petrisselli,0.0,1.0,1.0
petropoli,0.0,4.0,4.0
petrovich,0.0,3.0,3.0
pez ventura,0.0,1.0,1.0
pezzato,0.0,1.0,1.0
pezzi,0.0,1.0,1.0
pezzoli,0.0,1.0,1.0
piacho,0.0,1.0,1.0
piaja,0.0,3.0,3.0
pianni,0.0,1.0,1.0
pianton,0.0,3.0,3.0
piasenti,0.0,1.0,1.0
piati,0.0,4.0,4.0
piatti,0.0,6.0,6.0
picardi,0.0,2.0,2.0
picazzo,0.0,1.0,1.0
piccardi,0.0,2.0,2.0
picerti,0.0,1.0,1.0
pichini,0.0,1.0,1.0
picoli,0.0,1.0,1.0
pielo,0.0,2.0,2.0
pietro galli,0.0,1.0,1.0
pietropoli,0.0,4.0,4.0
pigazzi,0.0,2.0,2.0
pigazzo,0.0,6.0,6.0
pighetti,0.0,1.0,1.0
pignola,0.0,1.0,1.0
pigozzo,0.0,2.0,2.0
pilizioli,0.0,1.0,1.0
pilon,0.0,1.0,1.0
pinaco,0.0,1.0,1.0
pinaffo,0.0,1.0,1.0
pinardi,0.0,1.0,1.0
pinato,0.0,1.0,1.0
pinelli,0.0,1.0,1.0
pinotolo,0.0,1.0,1.0
pinti,0.0,4.0,4.0
pinton,0.0,4.0,4.0
pinzoni,0.0,6.0,6.0
piovene,0.0,18.0,18.0
pirian,0.0,1.0,1.0
pisana,0.0,2.0,2.0
pisani barbarigo,0.0,13.0,13.0
pisani da lezze,0.0,3.0,3.0
pisani giustinian,0.0,1.0,1.0
pisani giustiniani,0.0,1.0,1.0
pisani grimani,0.0,1.0,1.0
pisani lezze,0.0,1.0,1.0
pisani moreto,0.0,1.0,1.0
pisella,0.0,1.0,1.0
pisenti rossi,0.0,3.0,3.0
pisoni,0.0,11.0,11.0
pissamano,0.0,3.0,3.0
piteri,0.0,3.0,3.0
pitteri,0.0,1.0,1.0
pitteri marieti,0.0,1.0,1.0
piuco,0.0,2.0,2.0
piuzza indri,0.0,1.0,1.0
pizioli,0.0,2.0,2.0
pizoni,0.0,7.0,7.0
pizzamano bertuzzi,0.0,1.0,1.0
pizzordini,0.0,1.0,1.0
plateo,0.0,2.0,2.0
plendini,0.0,2.0,2.0
plonder,0.0,1.0,1.0
poccobelli,0.0,2.0,2.0
podrini,0.0,1.0,1.0
podroizzer,0.0,1.0,1.0
polaco,0.0,5.0,5.0
polarol saise,0.0,1.0,1.0
polese,0.0,17.0,17.0
polesello,0.0,1.0,1.0
poleti trifoni,0.0,2.0,2.0
poli recanati,0.0,1.0,1.0
poli zoppeti,0.0,3.0,3.0
police,0.0,1.0,1.0
polici,0.0,1.0,1.0
polidretti,0.0,1.0,1.0
polise,0.0,1.0,1.0
polizzi,0.0,1.0,1.0
poloni,0.0,6.0,6.0
polverini bertoli,0.0,3.0,3.0
polverini bertotti,0.0,5.0,5.0
poma,0.0,2.0,2.0
ponga,0.0,1.0,1.0
popin,0.0,1.0,1.0
pora,0.0,6.0,6.0
pori,0.0,8.0,8.0
pornion,0.0,3.0,3.0
poro,0.0,2.0,2.0
porto,0.0,1.0,1.0
posani,0.0,1.0,1.0
possi,0.0,1.0,1.0
potima,0.0,1.0,1.0
pozzi,0.0,9.0,9.0
pprivato,0.0,1.0,1.0
prandini,0.0,1.0,1.0
predomo,0.0,3.0,3.0
pressato,0.0,3.0,3.0
preti,0.0,1.0,1.0
pretti,0.0,4.0,4.0
prezzatto,0.0,1.0,1.0
priante,0.0,4.0,4.0
prioli,0.0,3.0,3.0
priuli canal,0.0,1.0,1.0
priuli renier,0.0,1.0,1.0
priuli strazzacori,0.0,4.0,4.0
priulli,0.0,2.0,2.0
prodomo,0.0,3.0,3.0
proto,0.0,1.0,1.0
provedan,0.0,1.0,1.0
psaus,0.0,2.0,2.0
pugiato,0.0,3.0,3.0
pugnaletto,0.0,3.0,3.0
puliti,0.0,3.0,3.0
pupilli,0.0,1.0,1.0
pussi,0.0,1.0,1.0
puzzetti,0.0,2.0,2.0
quaglia,0.0,3.0,3.0
quarti,0.0,1.0,1.0
querini balbi,0.0,2.0,2.0
querini castelli,0.0,1.0,1.0
querini loredan,0.0,1.0,1.0
querini ottolin,0.0,3.0,3.0
quirini,0.0,13.0,13.0
quondansi,0.0,1.0,1.0
radaelli,0.0,1.0,1.0
radel,0.0,2.0,2.0
raebello,0.0,1.0,1.0
rafai,0.0,1.0,1.0
raffetti,0.0,1.0,1.0
ragasin,0.0,1.0,1.0
ragazzi,0.0,1.0,1.0
ragona,0.0,1.0,1.0
rainati,0.0,1.0,1.0
rambazzi,0.0,3.0,3.0
rame,0.0,3.0,3.0
rampinelli,0.0,3.0,3.0
ranchio,0.0,1.0,1.0
raspoli,0.0,12.0,12.0
ravagnin,0.0,1.0,1.0
ravena,0.0,1.0,1.0
ravena ferazzi,0.0,1.0,1.0
razini,0.0,1.0,1.0
razzini,0.0,1.0,1.0
rebelin,0.0,2.0,2.0
rede,0.0,1.0,1.0
redenti,0.0,1.0,1.0
regolise,0.0,1.0,1.0
remondini,0.0,1.0,1.0
remps,0.0,1.0,1.0
renier corner,0.0,10.0,10.0
renier correr,0.0,1.0,1.0
renier ferazzuto,0.0,1.0,1.0
renier priuli,0.0,3.0,3.0
renieri,0.0,1.0,1.0
rensi,0.0,4.0,4.0
resaro,0.0,6.0,6.0
resera,0.0,5.0,5.0
ressonico,0.0,1.0,1.0
resto,0.0,1.0,1.0
reti,0.0,1.0,1.0
revedin,0.0,6.0,6.0
revizzi,0.0,1.0,1.0
rezzonico d.,0.0,14.0,14.0
ribies,0.0,2.0,2.0
ricane,0.0,2.0,2.0
ricardo,0.0,2.0,2.0
ricciardi,0.0,2.0,2.0
rigamonti,0.0,2.0,2.0
righettin,0.0,2.0,2.0
righi,0.0,1.0,1.0
righi balbi,0.0,2.0,2.0
rigo,0.0,12.0,12.0
rinaldo,0.0,1.0,1.0
riscetti,0.0,1.0,1.0
risegari,0.0,6.0,6.0
risegati,0.0,2.0,2.0
rision,0.0,1.0,1.0
risisegari,0.0,3.0,3.0
rissotti,0.0,2.0,2.0
riva galvan,0.0,2.0,2.0
riva miani,0.0,7.0,7.0
rivi,0.0,6.0,6.0
rizzardini,0.0,1.0,1.0
rizzetti,0.0,16.0,16.0
rizzi galvani,0.0,8.0,8.0
rizzioli,0.0,1.0,1.0
rizzo pataro,0.0,2.0,2.0
rizzo patarol,0.0,6.0,6.0
robeli,0.0,1.0,1.0
roberti,0.0,6.0,6.0
robini,0.0,1.0,1.0
robustello,0.0,13.0,13.0
robustello giusto,0.0,2.0,2.0
rocchetta,0.0,1.0,1.0
rocchetti,0.0,1.0,1.0
rocchi,0.0,3.0,3.0
rocheta,0.0,2.0,2.0
rochi,0.0,1.0,1.0
rodelli,0.0,1.0,1.0
roder,0.0,2.0,2.0
roela,0.0,1.0,1.0
roggia,0.0,5.0,5.0
rogia,0.0,10.0,10.0
rogia lombardini,0.0,3.0,3.0
romanello,0.0,2.0,2.0
romberti,0.0,1.0,1.0
romieri,0.0,1.0,1.0
roncan,0.0,1.0,1.0
rone,0.0,1.0,1.0
ronta,0.0,1.0,1.0
rosa tomadelli,0.0,2.0,2.0
rosada,0.0,11.0,11.0
rotta merendis,0.0,4.0,4.0
rotta trentin,0.0,1.0,1.0
rotti,0.0,1.0,1.0
rovelli,0.0,1.0,1.0
rovi,0.0,1.0,1.0
rozinato,0.0,3.0,3.0
rubbi pressato,0.0,1.0,1.0
rubbi prezzato,0.0,10.0,10.0
rubelli vitali,0.0,1.0,1.0
rubi,0.0,1.0,1.0
rubi prezzato,0.0,3.0,3.0
rublo,0.0,1.0,1.0
ruffini,0.0,2.0,2.0
ruggia,0.0,2.0,2.0
rugia,0.0,4.0,4.0
rugieri tomasini,0.0,5.0,5.0
rusteghello,0.0,3.0,3.0
sabbia,0.0,1.0,1.0
sabbà,0.0,1.0,1.0
sacato,0.0,1.0,1.0
sacchi,0.0,1.0,1.0
sacella,0.0,1.0,1.0
sacogna,0.0,1.0,1.0
sadali,0.0,1.0,1.0
sagradina,0.0,1.0,1.0
sagrammora,0.0,1.0,1.0
sagramora,0.0,16.0,16.0
sagredo querini,0.0,1.0,1.0
saise polarol,0.0,1.0,1.0
salam,0.0,1.0,1.0
salaman,0.0,1.0,1.0
salamoni,0.0,1.0,1.0
salarol,0.0,1.0,1.0
salce,0.0,2.0,2.0
salci,0.0,1.0,1.0
saler corner,0.0,4.0,4.0
saler priuli,0.0,5.0,5.0
salerali,0.0,1.0,1.0
salerni,0.0,6.0,6.0
saleti,0.0,1.0,1.0
saleti mora,0.0,1.0,1.0
salla,0.0,1.0,1.0
salon,0.0,1.0,1.0
salse,0.0,2.0,2.0
salvadori,0.0,4.0,4.0
salvini,0.0,2.0,2.0
salvognà,0.0,1.0,1.0
san gian toffetti,0.0,2.0,2.0
san giantofetti,0.0,2.0,2.0
san giantoffetti,0.0,17.0,17.0
san giantoffetti badoer,0.0,2.0,2.0
san giantoffetti dolce,0.0,1.0,1.0
san ginatoffetti,0.0,4.0,4.0
sanchetta,0.0,1.0,1.0
sanchi,0.0,2.0,2.0
sandi flangini,0.0,2.0,2.0
sandrinelli,0.0,1.0,1.0
sanfermi,0.0,1.0,1.0
sanfermo,0.0,10.0,10.0
sanferomo,0.0,2.0,2.0
sangian tofetti,0.0,2.0,2.0
sangian toffetti,0.0,3.0,3.0
sangian toffetti baoder,0.0,1.0,1.0
sangiantoffetti,0.0,11.0,11.0
sangiantoffetti badoer,0.0,2.0,2.0
sanginatoffetti,0.0,2.0,2.0
sansonio,0.0,5.0,5.0
santibusca,0.0,1.0,1.0
santoni,0.0,2.0,2.0
sanudo livio,0.0,1.0,1.0
saoner,0.0,2.0,2.0
sapella,0.0,1.0,1.0
sapelli,0.0,1.0,1.0
sarfati,0.0,1.0,1.0
sarta,0.0,1.0,1.0
sarti,0.0,1.0,1.0
sarto,0.0,1.0,1.0
sartori,0.0,15.0,15.0
sassello,0.0,5.0,5.0
sassi,0.0,1.0,1.0
sasso,0.0,3.0,3.0
satelico,0.0,2.0,2.0
satellico,0.0,2.0,2.0
savadori,0.0,1.0,1.0
savioli,0.0,4.0,4.0
savioni piccoli,0.0,2.0,2.0
savioni preguerra,0.0,1.0,1.0
savoldello,0.0,8.0,8.0
savrano,0.0,1.0,1.0
sayer,0.0,1.0,1.0
sbutega,0.0,2.0,2.0
scachi,0.0,2.0,2.0
scagio,0.0,4.0,4.0
scagiola,0.0,1.0,1.0
scala,0.0,10.0,10.0
scalabrin,0.0,1.0,1.0
scalabrini,0.0,1.0,1.0
scalferotto,0.0,1.0,1.0
scalman,0.0,1.0,1.0
scandali milionopolo,0.0,8.0,8.0
scandali milonopulo,0.0,2.0,2.0
scarello,0.0,1.0,1.0
scarfati,0.0,1.0,1.0
scarizza,0.0,3.0,3.0
scarman,0.0,1.0,1.0
scarpa,0.0,3.0,3.0
scarselini,0.0,1.0,1.0
scatiglio,0.0,1.0,1.0
scatola,0.0,2.0,2.0
schiaffin,0.0,3.0,3.0
schiantarello,0.0,2.0,2.0
schievano,0.0,1.0,1.0
scipioni,0.0,3.0,3.0
scoffa,0.0,3.0,3.0
scoffo,0.0,2.0,2.0
scolla,0.0,2.0,2.0
scorella,0.0,1.0,1.0
scotti bastanzi,0.0,2.0,2.0
scudelari,0.0,6.0,6.0
sedea,0.0,9.0,9.0
sedeler,0.0,2.0,2.0
segalina,0.0,2.0,2.0
segalini,0.0,4.0,4.0
segalla,0.0,4.0,4.0
segatti,0.0,1.0,1.0
segrego,0.0,1.0,1.0
selenicher paganoto,0.0,2.0,2.0
selich,0.0,3.0,3.0
sella,0.0,1.0,1.0
selle,0.0,2.0,2.0
selsi,0.0,1.0,1.0
selvatici,0.0,8.0,8.0
semenzio,0.0,1.0,1.0
semitana,0.0,3.0,3.0
semitecoli,0.0,2.0,2.0
semo,0.0,2.0,2.0
seneco,0.0,1.0,1.0
sensato,0.0,2.0,2.0
seordigli,0.0,1.0,1.0
sepora,0.0,1.0,1.0
serafin,0.0,1.0,1.0
serato,0.0,1.0,1.0
seraval,0.0,14.0,14.0
seriman,0.0,16.0,16.0
serno,0.0,1.0,1.0
sero,0.0,1.0,1.0
serpe,0.0,1.0,1.0
serra,0.0,1.0,1.0
serri,0.0,2.0,2.0
serusa,0.0,3.0,3.0
sesia,0.0,2.0,2.0
sesia alessandri,0.0,1.0,1.0
settemini,0.0,2.0,2.0
settimini,0.0,1.0,1.0
settini,0.0,1.0,1.0
severi,0.0,1.0,1.0
siedea,0.0,1.0,1.0
signorin,0.0,2.0,2.0
silva,0.0,3.0,3.0
silvio martinengo,0.0,1.0,1.0
simbanassi,0.0,1.0,1.0
simeoni,0.0,1.0,1.0
simionato,0.0,2.0,2.0
simioni,0.0,3.0,3.0
simitecolo,0.0,1.0,1.0
simonato,0.0,2.0,2.0
simoncin,0.0,8.0,8.0
simoncini,0.0,1.0,1.0
simoneti,0.0,4.0,4.0
singilara,0.0,1.0,1.0
siola,0.0,3.0,3.0
sipioni,0.0,1.0,1.0
sirmen,0.0,1.0,1.0
sisconi,0.0,1.0,1.0
soavi,0.0,7.0,7.0
socai,0.0,1.0,1.0
sodarini,0.0,1.0,1.0
sografi,0.0,4.0,4.0
solan,0.0,1.0,1.0
soli,0.0,3.0,3.0
solimbergo,0.0,3.0,3.0
solini,0.0,5.0,5.0
sollini,0.0,2.0,2.0
sonica,0.0,3.0,3.0
sopai,0.0,2.0,2.0
sopera,0.0,1.0,1.0
soperchi,0.0,1.0,1.0
sopetti,0.0,6.0,6.0
soranzo lavesi,0.0,5.0,5.0
soranzo mocenigo,0.0,3.0,3.0
soranzo vendramin,0.0,8.0,8.0
sorari,0.0,4.0,4.0
sorato,0.0,3.0,3.0
soratroi,0.0,6.0,6.0
sordina,0.0,1.0,1.0
sordina cassetti,0.0,1.0,1.0
sornazo,0.0,1.0,1.0
sosa,0.0,1.0,1.0
sossa,0.0,4.0,4.0
sossai,0.0,7.0,7.0
sossi,0.0,2.0,2.0
spandri,0.0,1.0,1.0
spangher,0.0,2.0,2.0
spartin,0.0,4.0,4.0
speroto,0.0,1.0,1.0
spiera,0.0,4.0,4.0
spiga,0.0,3.0,3.0
spinazzi marinelli,0.0,2.0,2.0
spineda,0.0,3.0,3.0
spirelli,0.0,1.0,1.0
spiridon conomo,0.0,1.0,1.0
spirito,0.0,1.0,1.0
spongia,0.0,1.0,1.0
sponza,0.0,1.0,1.0
squadroni,0.0,1.0,1.0
squeraroli,0.0,3.0,3.0
stae,0.0,1.0,1.0
stae sanfermo,0.0,1.0,1.0
staulo,0.0,6.0,6.0
stavignoni,0.0,2.0,2.0
stecchini,0.0,2.0,2.0
stechini,0.0,12.0,12.0
stiore,0.0,3.0,3.0
storti,0.0,1.0,1.0
strarembergh spinola,0.0,2.0,2.0
strati,0.0,1.0,1.0
struca,0.0,2.0,2.0
suardi,0.0,8.0,8.0
succhetta,0.0,2.0,2.0
sudarini,0.0,1.0,1.0
sulaam,0.0,2.0,2.0
sulam,0.0,24.0,24.0
sulan,0.0,7.0,7.0
sullam,0.0,3.0,3.0
superchi rados,0.0,1.0,1.0
susali,0.0,1.0,1.0
susana,0.0,1.0,1.0
sussai,0.0,1.0,1.0
sussi,0.0,6.0,6.0
svajer,0.0,1.0,1.0
svario,0.0,11.0,11.0
svario grandis,0.0,4.0,4.0
tabacchi,0.0,7.0,7.0
tabboga,0.0,2.0,2.0
taboga,0.0,12.0,12.0
tacco,0.0,3.0,3.0
tacur,0.0,1.0,1.0
taglia pietra,0.0,2.0,2.0
talia,0.0,5.0,5.0
tam,0.0,1.0,1.0
tamagna,0.0,1.0,1.0
tamanina,0.0,3.0,3.0
tambelli,0.0,1.0,1.0
tamossi,0.0,6.0,6.0
tan,0.0,5.0,5.0
tana,0.0,3.0,3.0
tancredi,0.0,1.0,1.0
tanfi,0.0,3.0,3.0
tanxik,0.0,1.0,1.0
taolin,0.0,1.0,1.0
tarabocchia,0.0,2.0,2.0
targa,0.0,3.0,3.0
tarma,0.0,17.0,17.0
tartagia,0.0,1.0,1.0
taruzzelli,0.0,1.0,1.0
tassioli,0.0,1.0,1.0
tassis todeschini,0.0,3.0,3.0
tasso,0.0,1.0,1.0
tazzioli,0.0,2.0,2.0
telaroli,0.0,2.0,2.0
teneschi,0.0,1.0,1.0
teo,0.0,1.0,1.0
terazzina,0.0,1.0,1.0
terni,0.0,2.0,2.0
terrarioli,0.0,1.0,1.0
tettamasi,0.0,2.0,2.0
tian,0.0,6.0,6.0
tiene,0.0,3.0,3.0
tiepollo,0.0,1.0,1.0
tiepolo badoer,0.0,3.0,3.0
tigi,0.0,1.0,1.0
tiossi,0.0,3.0,3.0
tiozzo,0.0,2.0,2.0
tirinkan,0.0,1.0,1.0
tironi,0.0,7.0,7.0
tironi fornasieri,0.0,1.0,1.0
tirroni,0.0,2.0,2.0
tobia,0.0,7.0,7.0
todarini,0.0,23.0,23.0
toderini longo,0.0,2.0,2.0
todeschi,0.0,2.0,2.0
todesco,0.0,21.0,21.0
toffani,0.0,1.0,1.0
toffolutti,0.0,1.0,1.0
tognana,0.0,7.0,7.0
tognella,0.0,1.0,1.0
togniana,0.0,2.0,2.0
tognolla,0.0,2.0,2.0
tognollo,0.0,5.0,5.0
tognolo,0.0,1.0,1.0
tolomeo,0.0,1.0,1.0
tomada,0.0,1.0,1.0
tomadei,0.0,4.0,4.0
tomasini degna,0.0,8.0,8.0
tommasini,0.0,7.0,7.0
tonci,0.0,1.0,1.0
tonetti,0.0,2.0,2.0
toniato,0.0,1.0,1.0
toninetti,0.0,2.0,2.0
tonini,0.0,2.0,2.0
toniollo,0.0,1.0,1.0
tonon,0.0,4.0,4.0
topan,0.0,1.0,1.0
topi,0.0,2.0,2.0
tormenti,0.0,1.0,1.0
torni battistelli,0.0,1.0,1.0
tornieli,0.0,2.0,2.0
torniello,0.0,3.0,3.0
torraculi,0.0,2.0,2.0
torre,0.0,4.0,4.0
torselato,0.0,1.0,1.0
tosdechini,0.0,1.0,1.0
tosin,0.0,4.0,4.0
tosini,0.0,1.0,1.0
tosoni,0.0,1.0,1.0
tottamasi,0.0,4.0,4.0
tovanovich,0.0,1.0,1.0
trafego,0.0,1.0,1.0
traina,0.0,1.0,1.0
trapolin carminati,0.0,2.0,2.0
traversini,0.0,2.0,2.0
tremignori,0.0,1.0,1.0
trentini,0.0,4.0,4.0
trento,0.0,3.0,3.0
trevisa,0.0,1.0,1.0
trevisana,0.0,1.0,1.0
