owner_family_name,building_functions
cossali,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' volta', 'bottega', ' volta', 'casa', 'casa', 'casa', 'casa']"
cossati,"['bottega', ' casa', ' corto', 'casa']"
cossetti,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
cossovik,"['bottega', ' casa']"
costa,"['casa', ' corto', 'magazzeno', 'casa', 'casa', 'casa']"
costantin,"['casa', 'casa']"
costantini,"['magazzeno', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
cotei,['casa']
cottoni,"['bottega', 'bottega', ' casa', 'bottega', 'casa']"
covera,['bottega']
cracovia,"['casa', 'casa', 'casa']"
crascini,"['bottega', ' casa']"
cremona,['casa']
cremonese,"['casa', 'casa']"
crepaz,['casa']
crescini,['magazzeno']
cresiafida,"['casa', 'casa', 'casa', 'casa']"
crespini,"['casa', 'casa']"
cressini,['casa']
cristina,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto']"
cristinelli,"['palazzo', 'orto']"
cristofoli,"['casa', 'casa']"
crivelari,['casa']
crivella,['casa']
crivellari,['bottega']
crivelli,"['casa', ' corto', 'casa']"
crivilier,['casa']
cromer venuti,"['casa', ' osteria']"
crota,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
crotta,"['casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'palazzo', 'palazzo', 'bottega', ' casa']"
crovato,"['casa', ' corto', 'casa', 'casa', 'casa', 'andito', 'casa', ' corto', ' fabbrica', 'casa', ' corto', ' magazzeno', 'casa', ' corto', 'casa', ' corto']"
crozzola,"['casa', 'casa']"
crucij,['casa']
crucis,"['casa', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', ' casa', 'bottega']"
cunali,"['casa', ' corto', 'casa', ' corto']"
cunidera,['bottega']
curiel,"['corto', ' magazzeno', 'casa']"
curnis,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', ' magazzeno', 'casa', ' corto']"
curti,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'corto', 'bottega', ' casa', 'casa', 'casa', 'casa']"
cussetti,['casa']
custioli,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
cuti,"['casa', 'casa']"
cutti,"['casa', 'casa']"
d'adda,"['casa', 'casa', 'casa', 'casa']"
d'aleze,"['bottega', ' casa']"
d'altin,['casa']
d'ancona,"['casa', 'stanza', 'magazzeno']"
d'apelle,"['bottega', ' volta', 'bottega', ' volta']"
d'attimis,['casa']
da,['magazzeno']
da l'asta,['casa']
da leze,"['bottega', ' casa', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', 'casa', ' corto', 'bottega', 'bottega']"
da lezze,"['casa', ' corto', 'casa', ' corto', 'casa', 'magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa']"
da lezze pisani,"['casa', 'casa']"
da mosto,"['casa', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', 'bottega', 'casa', ' corto']"
da mula,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
da ponte,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa']"
da pozzo,"['bottega', 'casa', 'casa', 'casa']"
da re,"['casa', 'casa', 'casa']"
da riva,"['casa', ' magazzeno', 'bottega', 'bottega', ' casa', 'bottega', ' magazzeno']"
da roio,"['bottega', ' casa']"
da rè,"['bottega', ' casa', ' corto', 'bottega', ' casa']"
da' mosto,"['casa', 'bottega', ' casa']"
da' riva,"['bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto']"
dabala',"['casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa']"
dabemi,"['bottega', ' casa']"
dabo,['casa']
dabonte,"['bottega', ' casa', 'casa', 'casa', 'casa']"
dada,"['casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa']"
dadda,"['casa', ' corto', 'bottega']"
dadela,['casa']
dadie,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
dal,"['casa', ' magazzeno']"
dal fabro,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
dal medico,"['casa', 'casa', 'casa']"
dal pader,"['casa', 'casa']"
dal peder,"['casa', ' corto', 'andito', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
dal piero,"['bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', ' corto']"
dal pozzo,"['casa', 'casa']"
dal turco,"['casa', 'casa']"
dalacqua,"['casa', 'casa']"
dalasta,"['casa', 'bottega', ' casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa']"
dalcqua,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
daleze,['bottega']
dalezze,"['bottega', ' casa', ' magazzeno']"
dall'acqua,['casa']
dall'asta,"['casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', 'magazzeno', 'bottega', 'casa', 'casa']"
dalla balla,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
dalla bella,"['casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto']"
dalla bruna,['casa']
dalla mora,"['corto', ' magazzeno']"
dalla venezia,['casa']
dallana,['casa']
dallasta,"['casa', 'casa', 'bottega', ' casa', 'casa']"
dalmaschio,"['casa', 'casa']"
dalpeder,['casa']
damiani,"['casa', 'bottega', ' casa', ' corto']"
damistro,['bottega']
damosto,"['casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', ' corto', ' squero', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', 'magazzeno']"
damula,"['bottega', 'casa', 'casa', ' corto', ' magazzeno', ' osteria', 'bottega', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto']"
dandolo,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'locanda', ' magazzeno', 'locanda', ' magazzeno', 'locanda', ' magazzeno', 'locanda', ' magazzeno', 'locanda', ' magazzeno', 'bottega', 'casa', 'casa']"
danieli,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno']"
dante,"['casa', 'casa']"
dapar,"['bottega', ' casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'andito']"
dapazze,['casa']
daponte,"['bottega', ' casa', 'casa', 'casa', 'andito', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega']"
daponte farsetti,"['casa', 'casa', 'casa']"
dardi,['magazzeno']
dari,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
dari',"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa']"
darigo,"['bottega', ' casa']"
darin,"['casa', 'casa', ' corto', 'casa', 'casa']"
dario,"['casa', 'casa', 'casa']"
dario paulucci,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
dariva,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'andito', 'andito', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', ' magazzeno', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega']"
dariva badoer,"['magazzeno', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
darizzo,"['bottega', 'bottega']"
dasmo,"['bottega', ' casa']"
datorta,"['bottega', ' casa']"
datoschi,"['magazzeno', 'magazzeno', 'bottega', ' casa']"
davia,"['casa', 'casa']"
davide,"['casa', ' corto', 'casa', 'casa']"
dazzo,"['casa', ' corto', 'casa', ' corto']"
de ambrosi,"['bottega', 'bottega']"
de berlendis,"['casa', 'bottega']"
de biasio,"['casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
de bortoli,"['casa', 'casa', ' corto', 'casa']"
de carli,"['bottega', ' casa', 'magazzeno', 'magazzeno']"
de carlis,"['bottega', ' casa', ' corto']"
de catterina,['casa']
de communi,"['bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno']"
de fabricci,['casa']
de fabrizzi,"['casa', 'casa', ' corto']"
de garzoni foscarini,['bottega']
de giacomi,"['bottega', ' volta']"
de giuli,"['bottega', ' casa']"
de grandi,['casa']
de grandis,['casa']
de luca,"['bottega', ' casa', 'casa']"
de lucca,['casa']
de lungi combi,['magazzeno']
de marchi,"['casa', ' corto', ' forno', 'bottega']"
de mattia,"['bottega', ' casa']"
de medici,"['casa', 'casa']"
de niccolo',"['casa', ' corto']"
de pauli,"['casa', ' corto']"
de picoli,['casa']
de pietra,['bottega']
de semo,['casa']
de somssois,"['casa', ' osteria']"
de steffani,"['casa', 'casa']"
de zanelli,['casa']
de zanetti,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'magazzeno', 'magazzeno', 'magazzeno']"
debei,['casa']
decolle,['casa']
defferari,['bottega']
degan,"['casa', 'casa']"
degli azzoni,"['casa', ' corto']"
degli azzoni avogadro,['casa']
degrandi,['casa']
degrandis,['bottega']
del gedei,"['bottega', ' casa']"
del tabacco,"['casa', 'casa']"
del zotto,"['bottega', ' casa', 'casa']"
delai,"['casa', 'casa']"
delasia,"['bottega', ' casa', 'bottega', ' casa']"
della badia,['casa']
della torre,['casa']
delotto,"['casa', ' corto', 'casa']"
delucia,"['bottega', ' corto']"
demedici,['casa']
demin,"['casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
dente,"['casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa']"
deportes,"['casa', 'casa']"
deputez,['casa']
derocai stiore,['casa']
desandovik,['casa']
deserpos,"['casa', ' corto']"
desol,"['bottega', ' casa']"
dessar,['casa']
dessila,"['bottega', ' casa']"
deventura,"['casa', ' corto']"
di castello,"['bottega', ' casa']"
di giorgio,['casa']
di mosto,['casa']
di valle,"['bottega', ' corto']"
diamantini,"['casa', 'casa', ' corto']"
dian,"['casa', 'casa']"
dias,"['casa', 'magazzeno', 'casa']"
dieda barbaro balbi,"['bottega', ' casa', 'casa']"
diedo,"['casa', 'casa', ' magazzeno', 'bottega', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'bottega', 'bottega', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'bottega', ' casa', 'luogo', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', 'corto', ' palazzo', 'corto', ' palazzo']"
diedo baglione,"['bottega', ' casa']"
diedo baglioni,"['casa', 'bottega', ' casa', 'bottega', ' casa', ' corto']"
diedo contarini,"['casa', 'casa']"
diedo contarini correr,"['casa', 'casa']"
diero,['casa']
diodato bembo,['casa']
dionisio,"['casa', 'casa', 'magazzeno', 'casa', 'casa']"
dipieri,['casa']
dittura,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
docovich,"['casa', ' corto']"
doglioni,['bottega']
dolce,"['casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa']"
dolceta daponte,"['casa', 'casa']"
dolcetta capuzzo,"['magazzeno', 'magazzeno']"
dolfin,"['bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'corto', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', ' magazzeno', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', 'casa', 'casa', ' corto', 'corto', ' magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', 'casa', 'bottega', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' corto', ' forno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'magazzeno', 'andito', ' magazzeno', 'andito', ' magazzeno', 'andito', ' magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', 'casa', ' officina']"
dolfin gradenigo,"['bottega', ' casa', 'bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', 'casa', 'casa', 'casa', 'bottega', ' casa']"
dolfin lipomano,"['casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa']"
dolfin lippomano,"['casa', ' corto', 'bottega', 'bottega', 'bottega', ' magazzeno', 'bottega', 'bottega', 'magazzeno', ' stanza', 'casa', 'bottega', 'bottega', ' volta', 'bottega', ' volta']"
dolfin sagredo,"['casa', 'casa', 'casa']"
dolfin valier,['casa']
dolfin zen,"['bottega', ' corto', ' locale', 'casa']"
dolfini,"['magazzeno', 'magazzeno', 'magazzeno', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa']"
dolfini gradenigo,['casa']
dolze,"['casa', 'casa']"
domeni,"['casa', 'casa']"
domestici,"['casa', 'casa']"
dominico',['casa']
dona,['casa']
dona',"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'sottoportico', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', 'bottega', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', 'magazzeno', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', 'corto', ' sottoportico', 'casa', 'casa', ' corto', 'magazzeno', 'casa', 'corto', ' sottoportico', 'casa', 'bottega', ' volta', 'bottega', ' volta']"
dona' corner,"['bottega', ' volta', 'magazzeno']"
dona' dolfin,"['casa', ' corto']"
dona' ercolini,['casa']
dona' zane,"['casa', ' corto']"
donada,['casa']
donadoni,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
donati,"['casa', 'corto', 'casa', ' corto', 'casa']"
donato,"['bottega', 'bottega']"
dondi,"['bottega', ' casa', 'casa', 'bottega']"
dondiorologio,"['casa', 'casa', 'casa', 'casa']"
dondirologio francesconi,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa']"
dondirologlio,"['bottega', 'bottega', ' volta']"
donà,"['casa', 'casa', 'casa', ' corto', 'corto', ' magazzeno', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa']"
donà zane,"['bottega', ' casa']"
doria,"['bottega', ' casa']"
dosi,['casa']
dosi lucatelli,['casa']
dottori,['casa']
dozera',"['casa', ' corto']"
dri,['magazzeno']
dri',"['casa', ' magazzeno', 'casa', 'magazzeno', 'casa']"
driussi,"['bottega', ' casa']"
